課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
A Crash Course in Data Science,4.5 out of 5 stars,8.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-course,1 module,"Data Analysis, Project Design, Predictive Modeling, Data Management, Data Science, Data-Driven Decision-Making, Performance Metric, Statistical Inference, Machine Learning, Software Engineering",A Crash Course in Data Science,"Jeff Leek, PhD, Brian Caffo, PhD, Roger D. Peng, PhD, Johns Hopkins University",Starts Jul 19,Flexible schedule,Approx. 6 hours.Learn at your own pace
SQL for Data Science,4.6 out of 5 stars,17K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sql-for-data-science,4 modules,"Data Modeling, Relational Databases, Data Manipulation, Data Quality, SQL, Data Cleansing, Data Analysis, Data Science, Data Governance, Database Design, Query Languages","Getting Started and Selecting & Retrieving Data with SQL | Filtering, Sorting, and Calculating Data with SQL | Subqueries and Joins in SQL | Modifying and Analyzing Data with SQL","Sadie St. Lawrence, University of California, Davis",Starts Jul 19,Flexible schedule,Approx. 15 hours.Learn at your own pace
Introduction to Data Science in Python,4.5 out of 5 stars,27K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-data-analysis,4 modules,"Pivot Tables And Charts, NumPy, Python Programming, Probability & Statistics, Data Science, Data Manipulation, Pandas (Python Package), Data Import/Export, Jupyter, Data Analysis, Programming Principles, Statistical Analysis, Data Cleansing",Fundamentals of Data Manipulation with Python | Basic Data Processing with Pandas | More Data Processing with Pandas | Answering Questions with Messy Data,"Christopher Brooks, University of Michigan",Starts Jul 19,Flexible schedule,Approx. 34 hours.Learn at your own pace
Data Science Challenge,4.7 out of 5 stars,167 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-challenge,,"Predictive Analytics, Jupyter, Predictive Modeling, Data Analysis, Machine Learning, Applied Machine Learning, Data Science, Python Programming, Machine Learning Algorithms",,Coursera Project Network,,,
Applied Data Science,4.6 out of 5 stars,59K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-data-science,,"Dashboard, Exploratory Data Analysis, Data Cleansing, Data Import/Export, Machine Learning, Predictive Modeling, Data Structures, Jupyter, Interactive Data Visualization, Data Science, Data Wrangling, Data Manipulation","Python for Data Science, AI & Development | Python Project for Data Science | Data Analysis with Python | Data Visualization with Python | Applied Data Science Capstone","Dr. Pooja, Joseph Santarcangelo, Saishruthi Swaminathan, Azim Hirjani, Yan Luo",Starts Jul 19,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
Data Science Fundamentals,4.3 out of 5 stars,243 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals,,"Social Media, Decision Tree Learning, Unsupervised Learning, Natural Language Processing, Predictive Modeling, Data Mining, Big Data, Cloud Computing, Data Science, Statistical Modeling, Regression Analysis, Data Ethics","Intro to Analytic Thinking, Data Science, and Data Mining | Predictive Modeling, Model Fitting, and Regression Analysis | Cluster Analysis, Association Mining, and Model Evaluation | Natural Language Processing and Capstone Assignment","Julie Pai, University of California, Irvine",Starts Jul 19,1 month,at 10 hours. a week
Data Science Methodology,4.6 out of 5 stars,21K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-methodology,4 modules,"Jupyter, Data Science, Decision Tree Learning, Peer Review, Data Quality, Data Modeling, Data Cleansing, User Feedback, Data Analysis, Analytical Skills, Data Mining, Business Analysis, Predictive Modeling, Data Storytelling, Stakeholder Engagement",From Problem to Approach and From Requirements to Collection | From Understanding to Preparation and From Modeling to Evaluation | From Deployment to Feedback and Final Evaluation | Final Project and Assessment,"Alex Aklson, Polong Lin",Starts Jul 19,Flexible schedule,Approx. 6 hours.Learn at your own pace
Data Science: Foundations using R,4.6 out of 5 stars,48K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-foundations-r,,"Statistical Programming, R Programming, Data Sharing, Exploratory Data Analysis, Data Cleansing, Machine Learning, Version Control, Data Science, Data Wrangling, Data Manipulation, Git (Version Control System), Rmarkdown",The Data Scientistâs Toolbox | R Programming | Getting and Cleaning Data | Exploratory Data Analysis | Reproducible Research,"Roger D. Peng, PhD, Brian Caffo, PhD, Jeff Leek, PhD, Johns Hopkins University",Starts Jul 19,4 months,at 10 hours. a week
Genomic Data Science,4.5 out of 5 stars,6.7K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/genomic-data-science,,"Unix, R Programming, Data Analysis Software, Unix Commands, Molecular Biology, Exploratory Data Analysis, Data Management, Command-Line Interface, Data Structures, Linux Commands, Jupyter, Statistical Methods",Introduction to Genomic Technologies | Python for Genomic Data Science | Algorithms for DNA Sequencing | Command Line Tools for Genomic Data Science | Bioconductor for Genomic Data Science | Statistics for Genomic Data Science,"Mihaela Pertea, PhD, Steven Salzberg, PhD, Kasper Daniel Hansen, PhD, Jacob Pritt, Liliana Florea, PhD, Jeff Leek, PhD, Ben Langmead, PhD, Johns Hopkins University",Starts Jul 19,,
Data Science for Professionals,4.6 out of 5 stars,16 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-for-professionals,1 module,"Statistics, Business Analytics, Pandas (Python Package), Exploratory Data Analysis, Machine Learning, Data Manipulation, Statistical Analysis, Analytics, Data Analysis, Data Visualization, Data Wrangling, Predictive Modeling, Data Processing, Data Science, Data-Driven Decision-Making, Machine Learning Algorithms, Data Cleansing, Data Visualization Software",Data Science for Professionals,"Caio Avelino, Coursera Instructor Network",Starts Jul 19,1 hour to complete,
Fractal Data Science,4.5 out of 5 stars,374 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/fractal-data-science,,"Human Centered Design, Database Design, Exploratory Data Analysis, Power BI, Machine Learning, SQL, Applied Machine Learning, Interactive Data Visualization, Feature Engineering, Decision Making, Data Manipulation, Data Analysis Expressions (DAX)",Structured Approach to Problem Solving | Data Analysis Using SQL | Insights of Power BI | Python for Data Science | Human Decision Making and its Biases | Foundations of Machine Learning | Advanced Machine Learning Algorithms | Data Storytelling,"Analytics Vidhya, Fractal Analytics Academy, Ajoy Singh, Srikanth Velamakanni, Fractal Analytics",Starts Jul 19,Flexible schedule,"5 months, 10 hours. a weekLearn at your own pace"
Tools for Data Science,4.5 out of 5 stars,30K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/open-source-tools-for-data-science,7 modules,"Data Science, Open Source Technology, Other Programming Languages, Git (Version Control System), Jupyter, Python Programming, Version Control, Cloud Services, Software Development Tools, Computer Programming Tools, Query Languages, Machine Learning, Cloud Computing, GitHub, Data Analysis Software, R Programming, Big Data, Application Programming Interface (API), Development Environment, Statistical Programming","Overview of Data Science Tools | Languages of Data Science | Packages, APIs, Data Sets, and Models | Jupyter Notebooks and JupyterLab | RStudio & GitHub | Create and Share your Jupyter Notebook | [Optional] IBM Watson Studio","Aije Egwaikhide, Svetlana Levitan, Romeo Kienzler",Starts Jul 19,Flexible schedule,Approx. 18 hours.Learn at your own pace
Data Science Coding Challenge: Loan Default Prediction,4.7 out of 5 stars,96 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-coding-challenge-loan-default-prediction,,"Data Analysis, Jupyter, Data Processing, Predictive Analytics, Machine Learning, Python Programming, Data Manipulation, Predictive Modeling, Applied Machine Learning, Data Science",,Coursera Project Network,,,
Google Advanced Data Analytics,4.7 out of 5 stars,7.1K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,,"Tableau Software, Sampling (Statistics), Descriptive Statistics, Exploratory Data Analysis, Machine Learning, Object Oriented Programming (OOP), Feature Engineering, Data Science, Regression Analysis, Data Ethics, Data Visualization Software, Advanced Analytics",Foundations of Data Science | Get Started with Python | Go Beyond the Numbers: Translate Data into Insights | The Power of Statistics | Regression Analysis: Simplify Complex Data Relationships | The Nuts and Bolts of Machine Learning | Google Advanced Data Analytics Capstone | Accelerate Your Job Search with AI,,Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Executive Data Science,4.5 out of 5 stars,11K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/executive-data-science,,"Team Motivation, Communication, Project Implementation, Technical Communication, Exploratory Data Analysis, Data Management, Management Training And Development, Data Quality, Data Science, Data Strategy, Employee Onboarding, Team Management",A Crash Course in Data Science | Building a Data Science Team | Managing Data Analysis | Data Science in Real Life | Executive Data Science Capstone,"Roger D. Peng, PhD, Brian Caffo, PhD, Jeff Leek, PhD, Johns Hopkins University",Starts Jul 19,,
Data Analysis with Python,4.7 out of 5 stars,19K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-with-python,6 modules,"Data Pipelines, Data-Driven Decision-Making, Feature Engineering, Data Import/Export, Regression Analysis, Data Transformation, Exploratory Data Analysis, Scikit Learn (Machine Learning Library), Predictive Modeling, Statistical Analysis, Matplotlib, Data Cleansing, NumPy, Data Visualization, Python Programming, Data Analysis, Data Wrangling, Data Manipulation, Pandas (Python Package)",Importing Data Sets | Data Wrangling | Exploratory Data Analysis | Model Development | Model Evaluation and Refinement | Final Assignment,Joseph Santarcangelo,Starts Jul 19,Flexible schedule,Approx. 16 hours.Learn at your own pace
Data Science with Real World Data in Pharma,4.8 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-science-in-rwd-analysis,5 modules,"Pharmaceuticals, Epidemiology, Statistical Analysis, Data Science, Biostatistics, Health Informatics, Clinical Research, Healthcare Industry Knowledge, Real Time Data, Data Quality, Data Analysis, Statistical Methods, Clinical Trials",Real world evidence: what it is and how it fits into the drug development | Understanding the Limitations of Real-World Data | Study designs and methods to control for bias | Designing and conducting your own Real World Data study | Real World Evidence: what for? From two different stakeholder perspectives,"Adriana Reyes, Otto Fajardo",Starts Jul 19,Flexible schedule,Learn at your own pace
Introduction to Data Science Techniques,4.3 out of 5 stars,16 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/introduction-to-data-science-techniques,,"R Programming, Exploratory Data Analysis, Data Cleansing, Machine Learning, Statistical Software, Statistical Machine Learning, Applied Machine Learning, Statistical Methods, Data Science, Statistical Modeling, Forecasting, Regression Analysis",Introduction to Time Series | Statistical Learning | Data Preparation and Analysis,"Ming-Long Lam, Shahrzad (Sarah) Jamshidi, Jawahar Panchal, Trevor Leslie, Illinois Tech",Starts Jul 19,Flexible schedule,Learn at your own pace
Statistics for Data Science with Python,4.5 out of 5 stars,440 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/statistics-for-data-science-python,9 modules,"Matplotlib, Exploratory Data Analysis, Data Science, Statistical Hypothesis Testing, Statistics, Regression Analysis, Probability & Statistics, Probability, Correlation Analysis, Data Analysis, Statistical Analysis, Data Visualization, Pandas (Python Package), Probability Distribution, Descriptive Statistics, Jupyter",Course Introduction and Python Basics | Introduction & Descriptive Statistics | Data Visualization | Introduction to Probability Distributions | Hypothesis testing | Regression Analysis | Project Case: Boston Housing Data | Final Exam | Other Resources,"Murtaza Haider, Aije Egwaikhide",Starts Jul 19,,
Statistics For Data Science,4 out of 5 stars,34 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/statistics-data-science,,"Data Analysis, Statistical Inference, Correlation Analysis, Statistical Analysis, Probability & Statistics, Descriptive Statistics, Statistics, Probability Distribution, Data Science",,"Muhammad Saad uddin, Coursera Project Network",,2 Hour,Learn at your own pace
Clinical Data Science,4.5 out of 5 stars,474 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/clinical-data-science,,"Database Design, R Programming, Intensive Care Unit, Clinical Data Management, Natural Language Processing, Extract, Transform, Load, Predictive Modeling, Data Quality, Statistical Modeling, Data Manipulation, Clinical Research, Data Ethics",Introduction to Clinical Data Science | Clinical Data Models and Data Quality Assessments | Identifying Patient Populations | Clinical Natural Language Processing | Predictive Modeling and Transforming Clinical Practice | Advanced Clinical Data Science,"Laura K. Wiley, PhD, Michael G. Kahn, MD, PhD, University of Colorado System",Starts Jul 19,2 months,at 10 hours. a week
Programming for Data Science,4.3 out of 5 stars,26 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-for-data-science,3 modules,"Programming Principles, Python Programming, Computer Programming, Jupyter, Software Documentation, Software Installation, Development Environment, Data Science, Data Structures, Debugging",First steps with Python | Data Types in Python | Control Structures and Functions,"Dr Jonathan Ward, Hassan Izanloo, University of Leeds",Starts Jul 19,Flexible schedule,Approx. 8 hours.Learn at your own pace
DeepLearning.AI Data Analytics,4.7 out of 5 stars,126 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/data-analytics,,"Tableau Software, Descriptive Statistics, Dashboard, Extract, Transform, Load, Statistics, Web Scraping, Pandas (Python Package), Data Validation, LinkedIn, Probability & Statistics, Data Presentation, Time Series Analysis and Forecasting",Data Analytics Foundations | Applied Statistics for Data Analytics | Python for Data Analytics | Data I/O and Preprocessing with Python and SQL | Data Storytelling,Sean Barnes,Starts Jul 19,4 months,at 5 hours. a week
Microsoft Data Visualization,4.7 out of 5 stars,87 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-data-visualization,,"Database Design, Data Governance, Dashboard, Power BI, Data Cleansing, Extract, Transform, Load, Interactive Data Visualization, Data Architecture, Data Ethics, Data Transformation, Correlation Analysis, Data Analysis Expressions (DAX)",Data Visualization Fundamentals | Data Preparation and Management | Data Modeling and Architecture | Visualization for Data Analysis with Power BI | Building Powerful Reports and Dashboards in Power BI,,Starts Jul 19,4 months,at 10 hours. a week
Introduction to Data Science Techniques,4.3 out of 5 stars,16 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/introduction-to-data-science-techniques,,"R Programming, Exploratory Data Analysis, Data Cleansing, Machine Learning, Statistical Software, Statistical Machine Learning, Applied Machine Learning, Statistical Methods, Data Science, Statistical Modeling, Forecasting, Regression Analysis",Introduction to Time Series | Statistical Learning | Data Preparation and Analysis,"Ming-Long Lam, Shahrzad (Sarah) Jamshidi, Jawahar Panchal, Trevor Leslie, Illinois Tech",Starts Jul 19,Flexible schedule,Learn at your own pace
Advanced Statistical Techniques for Data Science,4.5 out of 5 stars,40 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/advanced-statistical-techniques-for-data-science,,"R Programming, Exploratory Data Analysis, Data Cleansing, Machine Learning, Applied Machine Learning, Statistical Methods, Feature Engineering, Data Science, Statistical Modeling, Regression Analysis, Data Manipulation, Bayesian Statistics","Linear Regression | Model Diagnostics and Remedial Measures | Variable Selection, Model Validation, Nonlinear Regression | Bayesian Computational Statistics | Data Preparation and Analysis","Ming-Long Lam, Shahrzad (Sarah) Jamshidi, Jawahar Panchal, Kiah Ong, Illinois Tech",Starts Jul 19,Flexible schedule,Learn at your own pace
Programming for Data Science,4.3 out of 5 stars,26 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-for-data-science,3 modules,"Programming Principles, Python Programming, Computer Programming, Jupyter, Software Documentation, Software Installation, Development Environment, Data Science, Data Structures, Debugging",First steps with Python | Data Types in Python | Control Structures and Functions,"Dr Jonathan Ward, Hassan Izanloo, University of Leeds",Starts Jul 19,,
Executive Data Science,4.5 out of 5 stars,11K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/executive-data-science,,"Team Motivation, Communication, Project Implementation, Technical Communication, Exploratory Data Analysis, Data Management, Management Training And Development, Data Quality, Data Science, Data Strategy, Employee Onboarding, Team Management",A Crash Course in Data Science | Building a Data Science Team | Managing Data Analysis | Data Science in Real Life | Executive Data Science Capstone,"Roger D. Peng, PhD, Brian Caffo, PhD, Jeff Leek, PhD, Johns Hopkins University",Starts Jul 19,1 month,at 10 hours. a week
Learn SQL Basics for Data Science,4.6 out of 5 stars,17K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/learn-sql-basics-data-science,,"Database Design, Presentations, Descriptive Statistics, Data Governance, Exploratory Data Analysis, Data Pipelines, SQL, Data Lakes, Data Quality, Distributed Computing, Complex Problem Solving, Peer Review",SQL for Data Science | SQL Problem Solving | SQL for Data Science Capstone Project,"Don Noxon, Conor Murphy, Katrina Glaeser Poole, Brooke Wenig, Sadie St. Lawrence, University of California, Davis",Starts Jul 19,2 months,at 10 hours. a week
Excel Basics for Data Analysis,4.8 out of 5 stars,9.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,5 modules,"Data Import/Export, Information Privacy, Data Analysis, Excel Formulas, Data Quality, Data Manipulation, Data Science, Pivot Tables And Charts, Microsoft Excel, Data Visualization Software, Data Cleansing, Google Sheets, Data Wrangling, Spreadsheet Software",Introduction to Data Analysis Using Spreadsheets | Getting Started with Using Excel Spreadsheets | Cleaning & Wrangling Data Using Spreadsheets | Analyzing Data Using Spreadsheets | Final Project,"Sandip Saha Joy, Steve Ryan",Starts Jul 19,,
Foundations of Data Science: K-Means Clustering in Python,4.6 out of 5 stars,722 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-science-k-means-clustering-python,5 modules,"Machine Learning Algorithms, Unsupervised Learning, Data Science, NumPy, Data Manipulation, Statistics, Pandas (Python Package), Data Analysis, Probability & Statistics, Python Programming, Matplotlib, Machine Learning, Data Visualization, Descriptive Statistics",Week 1: Foundations of Data Science: K-Means Clustering in Python | Week 2: Means and Deviations in Mathematics and Python | Week 3: Moving from One to Two Dimensional Data | Week 4: Introducing Pandas and Using K-Means to Analyse Data | Week 5: A Data Clustering Project,"Dr Matthew Yee-King, Dr Betty Fyn-Sydney, Dr Jamie A Ward, Dr Larisa Soldatova, University of London, Goldsmiths, University of London",Starts Jul 19,Flexible schedule,Approx. 29 hours.Learn at your own pace
Statistics with Python,4.6 out of 5 stars,3.3K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/statistics-with-python,,"Statistical Programming, Sampling (Statistics), Scientific Visualization, Jupyter, Statistical Methods, Statistics, Statistical Modeling, Statistical Visualization, Regression Analysis, Bayesian Statistics, Seaborn, Probability & Statistics",Understanding and Visualizing Data with Python | Inferential Statistical Analysis with Python | Fitting Statistical Models to Data with Python,"Brenda Gunderson, Brady T. West, Kerby Shedden, University of Michigan",Starts Jul 19,1 month,at 10 hours. a week
Clinical Data Science,4.5 out of 5 stars,474 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/clinical-data-science,,"Database Design, R Programming, Intensive Care Unit, Clinical Data Management, Natural Language Processing, Extract, Transform, Load, Predictive Modeling, Data Quality, Statistical Modeling, Data Manipulation, Clinical Research, Data Ethics",Introduction to Clinical Data Science | Clinical Data Models and Data Quality Assessments | Identifying Patient Populations | Clinical Natural Language Processing | Predictive Modeling and Transforming Clinical Practice | Advanced Clinical Data Science,"Laura K. Wiley, PhD, Michael G. Kahn, MD, PhD, University of Colorado System",Starts Jul 19,2 months,at 10 hours. a week
Pandas for Data Science,4.1 out of 5 stars,11 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pandas-data-science,4 modules,"Data Integration, Python Programming, Data Import/Export, Debugging, Query Languages, Data Cleansing, Data Analysis, NumPy, Pandas (Python Package), Data Manipulation",Intro to Pandas For Data Science + Strings and I/O | Module 2: Tabular Data with Pandas | Module 3: Loading and Cleaning Data | Module 4: Data Manipulation,"Genevieve M. Lipp, Nick Eubank, Kyle Bradbury, Andrew D. Hilton, Duke University",Starts Jul 19,41 hours to complete,
