課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Harnessing the Power of Data with Power BI,4.6 out of 5 stars,1.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,3 modules,"Microsoft 365, Data Transformation, Data-Driven Decision-Making, Data Visualization Software, Data Collection, Business Intelligence, Data Analysis, Power BI, Analytical Skills",Data analysis in business | The right tools for the job | Final project and assessment: Harnessing the power of data in Power BI,,Starts Jul 19,Flexible schedule,Approx. 17 hours.Learn at your own pace
Introduction to Microsoft Power Platform,4.6 out of 5 stars,125 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-microsoft-power-platform,1 module,"Business Intelligence, Microsoft Power Platform, Data Security, Real Time Data, Productivity Software, Data Integration, Self Service Technologies, Application Development, Data Modeling",Introduction to Microsoft Power Platform,,Starts Jul 19,3 hours to complete,
Microsoft Power Platform Fundamentals PL-900 Exam Prep,4.4 out of 5 stars,193 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/microsoft-power-platform-fundamentals,,"Automation, Data Security, Data Analysis Software, Business Process Automation, Dashboard, Power BI, Microsoft Power Platform, Cloud Applications, Business Process, Generative AI Agents, Microsoft Teams, Application Development",Introduction to Microsoft Power Platform | Use Power Platform for Custom & Automated Solutions | Power BI & Power Virtual Agents | The PL-900 Practice Exam,,Starts Jul 19,1 month,at 10 hours. a week
Microsoft 365 Fundamentals,4.7 out of 5 stars,5.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-365-fundamentals,,"Writing, Presentations, Microsoft PowerPoint, Data Management, Data Import/Export, Microsoft Word, Editing, Microsoft Excel, Excel Formulas, Productivity Software, Document Management, Microsoft Windows",Work Smarter with Microsoft Word | Work Smarter with Microsoft Excel | Work Smarter with Microsoft PowerPoint,,Starts Jul 19,2 months,at 10 hours. a week
Use Power Platform for Custom & Automated Solutions,3.7 out of 5 stars,46 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/use-power-platform-for-custom-and-automated-solutions,2 modules,"Business Process, Cloud Applications, Business Process Automation, Application Development, Workflow Management, Data Modeling, Automation, User Interface (UI), Microsoft Power Automate/Flow, Microsoft Power Platform",Create custom solutions for everyday problems | Build an automated solution,,Starts Jul 19,9 hours to complete,
Microsoft Excel,4.2 out of 5 stars,129 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-excel-skills,,"Pivot Tables And Charts, Dashboard, Data Cleansing, Prompt Engineering, Predictive Modeling, Microsoft Excel, Excel Formulas, Data Quality, Forecasting, Data Manipulation, Data Transformation, Excel Macros",Excel and Copilot Fundamentals | Data Cleaning & Processing with Copilot in Excel | Advanced Data Analysis & Visualization with Copilot in Excel | Automation & Advanced Techniques with Copilot in Excel,,Starts Jul 19,3 months,at 7 hours. a week
Creative Designing in Power BI,4.5 out of 5 stars,296 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/creative-designing-in-power-bi,4 modules,"Data Storytelling, Power BI, Data Visualization Software, Data Visualization, Statistical Visualization, Interactive Data Visualization, Data Security, Data Presentation, Data Analysis, Geospatial Mapping, Dashboard, Real Time Data, Creative Design",Visualization and Design | Designing Powerful Report Pages | Dashboard Design and Storytelling | Final project and assessment: Creative Design in Power BI,,Starts Jul 19,,
Work Smarter with Microsoft Excel,4.7 out of 5 stars,3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-excel-work-smarter,5 modules,"Productivity Software, Data Import/Export, Microsoft Excel, Data Analysis Expressions (DAX), Excel Formulas, Spreadsheet Software, Data Management, Data Visualization, Microsoft 365, File Management",Getting started with Excel | Working with functions | Organizing and visualizing data | Advanced Excel features | Honors: Hands-on practice using Microsoft Excel,,Starts Jul 19,Flexible schedule,Approx. 21 hours.Learn at your own pace
Introduction to Data Analysis using Microsoft Excel,4.7 out of 5 stars,4.1K reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-data-analysis-microsoft-excel,,"Data Mining, Data Analysis, Microsoft Excel, Spreadsheet Software, Pivot Tables And Charts, Data Manipulation, Excel Formulas",,"Paula Del Rey, Coursera Project Network",,2 hours,Learn at your own pace
Microsoft AI & ML Engineering,4.6 out of 5 stars,187 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,,"Reinforcement Learning, Microsoft Azure, Data Management, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture, Generative AI, Prompt Engineering, Supervised Learning, Generative AI Agents, Natural Language Processing, MLOps (Machine Learning Operations)",Foundations of AI and Machine Learning | AI and Machine Learning Algorithms and Techniques | Building Intelligent Troubleshooting Agents | Microsoft Azure for AI and Machine Learning | Advanced AI and Machine Learning Techniques and Capstone,,Starts Jul 19,6 months,at 7 hours. a week
Work Smarter with Microsoft PowerPoint,4.7 out of 5 stars,1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-powerpoint-work-smarter,5 modules,"File Management, Microsoft 365, Microsoft Windows, Editing, Collaborative Software, Presentations, Microsoft PowerPoint, Multimedia, Productivity Software",Getting started with PowerPoint | Developing a presentation | Enhancing the appearance of a presentation | Preparing to deliver a presentation | Honours: Hands-on practice using Microsoft PowerPoint,,Starts Jul 19,Flexible schedule,Approx. 20 hours.Learn at your own pace
Microsoft AI & ML Engineering,4.6 out of 5 stars,187 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,,"Reinforcement Learning, Microsoft Azure, Data Management, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture, Generative AI, Prompt Engineering, Supervised Learning, Generative AI Agents, Natural Language Processing, MLOps (Machine Learning Operations)",Foundations of AI and Machine Learning | AI and Machine Learning Algorithms and Techniques | Building Intelligent Troubleshooting Agents | Microsoft Azure for AI and Machine Learning | Advanced AI and Machine Learning Techniques and Capstone,,Starts Jul 19,6 months,at 7 hours. a week
Preparing  Data for Analysis with Microsoft Excel,4.7 out of 5 stars,4.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,4 modules,"Data Analysis, Pivot Tables And Charts, Data Manipulation, Timelines, Power BI, Excel Formulas, Microsoft Excel, Data Cleansing, Spreadsheet Software, Data Processing",Excel fundamentals | Formulas and functions | Preparing data for analysis using functions | Final project and assessment:  Preparing data for analysis with Microsoft Excel,,Starts Jul 19,Flexible schedule,Approx. 19 hours.Learn at your own pace
IBM Data Analyst,4.6 out of 5 stars,93K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-analyst,,"IBM Cognos Analytics, Dashboard, Exploratory Data Analysis, Data Cleansing, Generative AI, SQL, Microsoft Excel, Excel Formulas, Big Data, Jupyter, Interactive Data Visualization, Data Wrangling","Introduction to Data Analytics | Excel Basics for Data Analysis | Data Visualization and Dashboards with Excel and Cognos | Python for Data Science, AI & Development | Python Project for Data Science | Databases and SQL for Data Science with Python | Data Analysis with Python | Data Visualization with Python | IBM Data Analyst Capstone Project | Generative AI: Enhance your Data Analytics Career | Data Analyst Career Guide and Interview Preparation","IBM Skills Network Team, Dr. Pooja, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Saishruthi Swaminathan, Hima Vasudevan, Sandip Saha Joy, Azim Hirjani, Steve Ryan, Kevin McFaul, Ramesh Sannareddy",Starts Jul 19,Flexible schedule,"4 months, 10 hours. a weekLearn at your own pace"
Microsoft Project Management,4.7 out of 5 stars,481 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-project-management,,"Procurement, Communication, Virtual Teams, Kanban Principles, Scheduling, Excel Formulas, Project Management Office (PMO), Project Management Life Cycle, Project Coordination, Risk Management, Stakeholder Management, Team Management",Project Management Fundamentals | Team Building and Leadership in Project Management | Project Manager Engagement with Stakeholders | Process Groups and Processes in Project Management | PMP Formulas | Project Management Principles | Project Management Performance Domains | Agile and Hybrid Approaches in a Project Environment | PMP Application Process and Practice Exam,,Starts Jul 19,4 months,at 10 hours. a week
Microsoft Excel VBA and Macros,4.4 out of 5 stars,182 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-excel-vba-and-macros,1 module,"Excel Macros, Productivity Software, Data Manipulation, Visual Basic (Programming Language), Automation, Strategic Decision-Making, Microsoft Excel, Data Analysis",Microsoft Excel VBA and Macros,"Arkadi Avanesyan, Coursera Instructor Network",Starts Jul 19,,
Power BI & Power Virtual Agents,4.2 out of 5 stars,30 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-and-power-virtual-agents,2 modules,"Data Analysis Software, Microsoft Teams, Data Security, Data Modeling, Data Visualization, Performance Analysis, Dashboard, Generative AI Agents, Microsoft Power Platform, Business Intelligence, Customer Engagement, Power BI, Data Integration",Power BI | Power Virtual Agents,,Starts Jul 19,8 hours to complete,
Data Analysis and Visualization Foundations,4.7 out of 5 stars,28K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-analysis-visualization-foundations,,"Apache Hadoop, IBM Cognos Analytics, Dashboard, Data Cleansing, Microsoft Excel, Data Mining, Excel Formulas, Big Data, Data Quality, Data Science, Data Visualization Software, Apache Hive",Introduction to Data Analytics | Excel Basics for Data Analysis | Data Visualization and Dashboards with Excel and Cognos | Assessment for Data Analysis and Visualization Foundations,"IBM Skills Network Team, Rav Ahuja, Sandip Saha Joy, Steve Ryan, Kevin McFaul",Starts Jul 19,Flexible schedule,"1 month, 10 hours. a weekLearn at your own pace"
Getting Started with Microsoft Excel,4.6 out of 5 stars,12K reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-microsoft-excel,,"Microsoft 365, Spreadsheet Software, Excel Formulas, Productivity Software, Microsoft Excel",,"Summer Scaggs, Coursera Project Network",,1.5 hours,Learn at your own pace
Power Query Fundamentals,4.8 out of 5 stars,44 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/power-query-fundamentals,6 modules,"Data Transformation, Data Import/Export, Data Validation, Automation, Pivot Tables And Charts, Extract, Transform, Load, Microsoft Excel, Data Integration, Data Manipulation, Data Cleansing",Getting Started | Basic Transformations | Extracting Information | Consolidating Data | Dealing with Errors | Qualified Assessment,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 19,5 hours to complete,
Automize Monthly Report Creation with Power Automate,4.4 out of 5 stars,24 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/automize-monthly-report-creation-power-automate,,"Document Management, Workflow Management, Verification And Validation, Microsoft Excel, Microsoft Power Automate/Flow, Data Import/Export, Email Marketing, Microsoft 365, Spreadsheet Software, Microsoft Outlook",,"Dora Hrvoj, Coursera Project Network",,90 minutes,Learn at your own pace
Data Visualization with Advanced Excel,4.8 out of 5 stars,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-excel,4 modules,"Data Modeling, Dashboard, Spreadsheet Software, Databases, Microsoft Excel, Graphing, Pivot Tables And Charts, Data Storytelling, Data Visualization, Excel Formulas, Data Analysis, Simulation and Simulation Software, Data Visualization Software, Data Presentation",Preparing a Professional Excel | Advanced Scenario Analysis | Data Visualization | Dashboarding,Alex Mannella,Starts Jul 19,Flexible schedule,Approx. 15 hours.Learn at your own pace
"Extract, Transform and Load Data in Power BI",4.6 out of 5 stars,893 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,4 modules,"Data Validation, Data Storage, Data Transformation, Data Quality, Data Analysis, Business Intelligence, Power BI, Extract, Transform, Load, Data Storage Technologies, Data Integration, Data Cleansing",Data Sources in Power BI | Transforming Data in Power BI | Advanced ETL in PowerBI | Graded Assessment and Course wrap up,,Starts Jul 19,Flexible schedule,Approx. 20 hours.Learn at your own pace
Power BI: Data Modeling and Data Analysis,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-data-modeling-and-data-analysis,2 modules,"Star Schema, Power BI, Performance Tuning, Business Intelligence, Excel Formulas, Data Warehousing, Role-Based Access Control (RBAC), Data Visualization Software, Data Security, Data Modeling, Pivot Tables And Charts, Data Analysis Expressions (DAX)","Optimizing Data Models and Performance with DAX in Power BI | Power BI Data Modeling: STAR Schema, DAX, and Advanced Modeling Techniques",Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Data-Driven Decisions with Power BI,4.3 out of 5 stars,265 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-driven-decisions-with-power-bi,5 modules,"Data Sharing, Data Visualization Software, Data Modeling, Power BI, Data Transformation, Dashboard, Data-Driven Decision-Making, Interactive Data Visualization, Data Presentation, Data Cleansing, Business Intelligence Software, Data Analysis, Data Management, Data Import/Export",Week 1: Understand Power BI and Power BI Data Analysis | Week 2: Introduction to Modeling Data and Report Visualizations | Week 3: Navigate Reports and Visualizations | Week 4: Navigate the Power BI Service | Week 5: Final Review,"Keith Gibson, Knowledge Accelerators",Starts Jul 19,Flexible schedule,Approx. 13 hours.Learn at your own pace
Copilot for Power BI,4.5 out of 5 stars,40 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/copilot-for-power-bi,1 module,"Artificial Intelligence, Data Analysis, Generative AI, Data Storytelling, Data Analysis Expressions (DAX), Interactive Data Visualization, Prompt Engineering, Power BI, Microsoft Copilot, Business Intelligence",Copilot for Power BI,,Starts Jul 19,1 hour to complete,
Power BI for Beginners: Interactive Dashboard Fundamentals,4.7 out of 5 stars,13 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/power-bi-for-beginners-interactive-dashboard-fundamentals,,"Interactive Data Visualization, Data Import/Export, Data Storytelling, Dashboard, Regional Sales, Sales Presentation, Business Intelligence, Power BI, Performance Analysis, Data Presentation, Data Visualization, Data Visualization Software, Business Metrics, Key Performance Indicators (KPIs)",,"Hussein ElGhoul, Coursera Project Network",,1.25 hours,Learn at your own pace
PowerBI for Beginners: Sales Data Exploration,4.7 out of 5 stars,31 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/powerbi-for-beginners-sales-data-exploration,,"Exploratory Data Analysis, Customer Analysis, Power BI, Data Visualization Software, Interactive Data Visualization, Data Import/Export, Data Analysis, Dashboard, Sales, Trend Analysis, Data Visualization, Business Intelligence, Business Analytics, Data Presentation",,"Ahmad Varasteh, Coursera Project Network",,2 hours,Learn at your own pace
Exam Prep PL-300: Microsoft Power BI Data Analyst Associate,N/A,N/A,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/exam-prep-pl-300-microsoft-power-bi-data-analyst-associate,,"Pivot Tables And Charts, Dashboard, Data Management, Power BI, Microsoft Power Platform, Microsoft Excel, Interactive Data Visualization, Key Performance Indicators (KPIs), Star Schema, Data Transformation, Data Analysis Expressions (DAX), Data Visualization Software","Power BI: Data Analytics and Data Preparation | Power BI: Data Modeling and Data Analysis | Power BI: Data Visualization and Analysis | Power BI: Data Secure, Governance, and Workspace Management",Whizlabs Instructor,Starts Jul 19,Flexible schedule,Learn at your own pace
Master Microsoft Office 365 and Power Platform,4.7 out of 5 stars,5.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform,,"Presentations, Dashboard, Microsoft PowerPoint, Power BI, Microsoft Power Platform, Microsoft Word, Prompt Engineering, Microsoft Excel, Excel Formulas, Microsoft Outlook, Productivity Software, Data Integration",Work Smarter with Microsoft Word | Work Smarter with Microsoft Excel | Work Smarter with Microsoft PowerPoint | Introduction to Microsoft 365 Copilot | Introduction to Microsoft Power Platform | Use Power Platform for Custom & Automated Solutions | Power BI & Power Virtual Agents | The PL-900 Practice Exam,,Starts Jul 19,3 months,at 10 hours. a week
Google Project Management:,4.8 out of 5 stars,131K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-project-management,,"Project Controls, Project Closure, Project Scoping, Quality Assessment, Change Management, Quality Management, Milestones (Project Management), Agile Project Management, Applicant Tracking Systems, Requirements Analysis, Project Management Life Cycle, Project Documentation",Foundations of Project Management | Project Initiation: Starting a Successful Project | Project Planning: Putting It All Together | Project Execution: Running the Project | Agile Project Management | Capstone: Applying Project Management in the Real World | Accelerate Your Job Search with AI,,Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Microsoft IT Support Specialist,4.7 out of 5 stars,1.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist,,"Computer Hardware, Hardware Troubleshooting, TCP/IP, Technical Support, Generative AI, Network Security, Business Software, Microsoft Teams, Cloud Computing, Cybersecurity, Operating Systems, Desktop Support","Introduction to Computers | Introduction to Secure Networking | Essential Aspects of Software, Hardware, and Data Backup | Cybersecurity and Privacy | The Microsoft 365 Ecosystem | Technical Diagnostics and Troubleshooting Techniques",,Starts Jul 19,3 months,at 10 hours. a week
BI Essentials for Finance Analysts (Power BI Edition),4.8 out of 5 stars,210 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,,"Pivot Tables And Charts, Business Reporting, Dashboard, Power BI, Data Import/Export, SQL, Microsoft Excel, Financial Statements, Excel Formulas, Interactive Data Visualization, Databases, Financial Analysis",Power BI Fundamentals | Intermediate DAX & Time Intelligence | SQL Fundamentals for Data Analysts | Financial Statements in Power BI,"CFI (Corporate Finance Institute), Corporate Finance Institute",Starts Jul 19,1 month,at 10 hours. a week
Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.5 out of 5 stars,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,,"Unstructured Data, Microsoft Azure, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Machine Learning, Natural Language Processing, Predictive Modeling, Statistical Machine Learning, Applied Machine Learning, Computer Vision, Image Analysis",Artificial Intelligence on Microsoft Azure | Microsoft Azure Machine Learning | Computer Vision in Microsoft Azure | Natural Language Processing in Microsoft Azure | Preparing for AI-900: Microsoft Azure AI Fundamentals exam,,Starts Jul 19,1 month,at 10 hours. a week
Microsoft Cybersecurity Analyst,4.7 out of 5 stars,2.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,,"Computer Security Incident Management, Data Management, Active Directory, Penetration Testing, Threat Management, Security Testing, Network Security, Business Software, Azure Active Directory, Security Information and Event Management (SIEM), Cloud Computing, Cybersecurity",Introduction to Computers and Operating Systems and Security | Introduction to Networking and Cloud Computing | Cybersecurity Threat Vectors and Mitigation | Cybersecurity Identity and Access Solutions using Azure AD | Cybersecurity Solutions and Microsoft Defender | Cybersecurity Tools and Technologies | Cybersecurity Management and Compliance | Advanced Cybersecurity Concepts and Capstone Project | Microsoft SC-900 Exam Preparation and Practice,,Starts Jul 19,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
