課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Medical Billing and Coding Essentials,4.7 out of 5 stars,544 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/medical-billing-coding-essentials,4 modules,"Patient Registration, Medical Terminology, ICD Coding (ICD-9/ICD-10), Health Care Procedure and Regulation, Medical Billing and Coding, Medical Privacy, Copayment Collection and Processing, Health Information Management, Electronic Medical Record, Data Security, Revenue Cycle Management, Payment Processing, Medicare, Healthcare Industry Knowledge",Module 1 | Module 2 | Module 3 | Module 4,Barbara Westrick,Starts Jul 17,Flexible schedule,Approx. 7 hours.Learn at your own pace
Programming in Python,4.6 out of 5 stars,1.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-in-python,5 modules,"Computer Programming, Django (Web Framework), Cloud Hosting, Debugging, Python Programming, Development Environment, Object Oriented Programming (OOP), Programming Principles, Data Structures, Test Driven Development (TDD), Software Testing, Integrated Development Environments, Unit Testing","Getting started with Python | Basic Programming with Python | Programming paradigms | Modules, packages, libraries and tools | End-of-Course Graded Assessment",Taught by Meta Staff,Starts Jul 17,Flexible schedule,Approx. 45 hours.Learn at your own pace
Medical Office Procedures and Administration Fundamentals,4.8 out of 5 stars,820 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals,,"Cultural Sensitivity, Professional Development, Medical Office Procedures, Medical Privacy, Professionalism, Health Information Management, Practice Management Software, Cultural Diversity, Electronic Medical Record, Health Information Management and Medical Records, Care Coordination, Conflict Management",Professionalism in Allied Health | Medical Administrative Assistants and the Healthcare Team | Medical Administrative Assistants and Office Procedures,Jennifer Zabel,Starts Jul 17,3 months,at 2 hours. a week
Introduction to Basic Game Development using Scratch,4.5 out of 5 stars,1.5K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-to-basic-game-development-using-scratch,,"Computer Programming Tools, Software Development Tools, Program Development, Computer Programming, Interactive Design, Integrated Development Environments, Algorithms, Game Design, Computer Science, Programming Principles, Event-Driven Programming, Computational Thinking, Debugging, Animation and Game Design",,"Stacey Shanklin-Langford, Coursera Project Network",,2 hours,Learn at your own pace
Data Science Coding Challenge: Loan Default Prediction,4.7 out of 5 stars,96 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-coding-challenge-loan-default-prediction,,"Predictive Analytics, Machine Learning, Data Manipulation, Predictive Modeling, Python Programming, Jupyter, Data Science, Data Processing, Data Analysis, Applied Machine Learning",,Coursera Project Network,,,
Data Structures and Algorithms,4.6 out of 5 stars,17K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-structures-algorithms,,"Development Testing, Bioinformatics, Graph Theory, Data Storage, Operations Research, Software Testing, Network Analysis, Network Model, Debugging, Programming Principles, Test Engineering, Data Structures",Algorithmic Toolbox | Data Structures | Algorithms on Graphs | Algorithms on Strings | Advanced Algorithms and Complexity | Genome Assembly Programming Challenge,"Michael Levin, Daniel M Kane, Pavel  Pevzner, Neil Rhodes, Alexander S. Kulikov, University of California San Diego",Starts Jul 17,5 months,at 10 hours. a week
AI Agents and Agentic AI in Python: Powered by Generative AI,4.8 out of 5 stars,6.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-python,,"Artificial Intelligence, Productivity, Agentic systems, Business Logic, ChatGPT, Persona (User Experience), Prototyping, Generative AI Agents, Generative AI, Interoperability, Brainstorming, Creative Thinking",AI Agents and Agentic AI with Python & Generative AI | Prompt Engineering for ChatGPT | AI Agents and Agentic AI Architecture in Python,"Dr. Jules White, Vanderbilt University",Starts Jul 17,1 month,at 10 hours. a week
C for Everyone: Programming Fundamentals,4.5 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/c-for-everyone,6 modules,"Debugging, C (Programming Language), Algorithms, Program Development, Integrated Development Environments, Computational Thinking, Programming Principles, Computer Science, Data Structures, Computer Programming","Introduction | Lexical Elements and Data Types | Flow of Control and Simple Functions | Advanced Functions, Recursion, Arrays, and Pointers | Arrays and pointers | Final Exam","Ira Pohl, University of California, Santa Cruz",Starts Jul 17,Flexible schedule,Approx. 15 hours.Learn at your own pace
GraphQL Mastery: From Fundamentals to Production,N/A,N/A,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/graphql-mastery-from-fundamentals-to-production,,"Secure Coding, Application Performance Management, Authentications, Maintainability, Cloud API, Cloud Applications, Application Programming Interface (API), JavaScript Frameworks, Application Deployment","GraphQL FundamentalsâDesign APIs,Schema,Frontend Integration | GraphQL API Development: Schema Design,Security & Deployment | Advanced GraphQL for Developers: Optimize & Scale Modern API",Board Infinity,Starts Jul 17,Flexible schedule,Learn at your own pace
"HTML, CSS, and Javascript for Web Developers",4.7 out of 5 stars,17K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,,"Cross Platform Development, HTML and CSS, Usability, Scripting, Browser Compatibility, Javascript, Web Applications, Web Design and Development, Event-Driven Programming, Responsive Web Design, User Interface and User Experience (UI/UX) Design, Hypertext Markup Language (HTML)","HTML, CSS, and Javascript for Web Developers | Introduction to CSS3 | Coding the Static Restaurant Site | Introduction to Javascript and Ajax: Building Web Apps","Yaakov Chaikin, Johns Hopkins University",Starts Jul 17,1 month,at 10 hours. a week
"Revenue Cycle, Billing, and Coding",4.8 out of 5 stars,15 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/revenue-cycle-billing-and-coding,4 modules,"Billing Systems, Billing, Medical Billing and Coding, Revenue Management, Health Information Management, ICD Coding (ICD-9/ICD-10), Registration, Payment Processing and Collection, Medicare, Price Negotiation, Patient Registration, Revenue Cycle Management, Claims Processing, Insurance","Registration | Insurance | Basics of Billing and Coding | Denials, Collections, Estimates and Price Transparency","Maura McGuire, MD, CPC, FACP, Michelle J. Campbell, Johns Hopkins University",Starts Jul 17,6 hours to complete,
AAPC Medical Biller,N/A,N/A,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/aapc-medical-biller,,"Health Systems, Regulatory Compliance, Health Information Management, Medicare, Accounts Receivable, Administration, Payment Processing and Collection, Medical Billing and Coding, Insurance, Billing, ICD Coding (ICD-9/ICD-10), Medical Records",Introduction to Certified Professional Biller | Coding and Medical Necessity | The Billing and Collection Process | Insurance Specifics,Katherine Abel,Starts Jul 17,Flexible schedule,Learn at your own pace
Learn to Program: The Fundamentals,4.7 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-to-program,7 modules,"Debugging, Python Programming, Computer Programming, Data Structures, File Management, Integrated Development Environments, Software Documentation, Program Development, Programming Principles","Python, Variables, and Functions | Strings and Designing Functions | Booleans, Import, Namespaces, and if Statements | For Loops and Fancy String Manipulation | While Loops, Lists, and Mutability | For Loops Over Indices, Parallel and Nested Lists and Strings, and Files | Tuples and Dictionaries","Jennifer Campbell, Paul Gries, University of Toronto",Starts Jul 17,Flexible schedule,Approx. 24 hours.Learn at your own pace
Introduction to Programming with Python and Java,4.5 out of 5 stars,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/programming-python-java,,"Pivot Tables And Charts, Eclipse (Software), Object Oriented Design, Software Testing, Data Visualization, Unit Testing, Data Cleansing, Debugging, Data Science, Java, Programming Principles, Data Structures",Introduction to Python Programming | Data Analysis Using Python | Introduction to Java and Object-Oriented Programming | Inheritance and Data Structures in Java,"Brandon Krakowsky, University of Pennsylvania",Starts Jul 17,2 months,at 10 hours. a week
"Coding for Designers, Managers, and Entrepreneurs",4.2 out of 5 stars,72 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/coding-for-managers,,"Interactive Design, HTML and CSS, Prototyping, Javascript, Web Applications, Web Design and Development, Wireframing, Debugging, Hypertext Markup Language (HTML), User Centered Design, Cascading Style Sheets (CSS), Maintainability",,,Retrieving date,1 month,at 10 hours. a week
Coding Algorithms with AI,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/coding-algorithms-with-ai,4 modules,"User Experience Design, Model View Controller, User Story, Debugging, JSON, User Interface (UI), Javascript, Algorithms, Automation, Artificial Intelligence, Test Case",Algorithmic User Experiences | Analytical Debugging | Automating Your Gruntwork with Javascript | Your Web Application,"Alex Cowan, Yael Grushka-Cockayne, University of Virginia",Starts Jul 17,Flexible schedule,Learn at your own pace
AI Python for Beginners,4.8 out of 5 stars,140 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-python-for-beginners,4 modules,"Application Development, Jupyter, Data Structures, Large Language Modeling, Python Programming, Computer Programming, Data Analysis, Automation, Prompt Engineering, Application Programming Interface (API), Artificial Intelligence, Generative AI, Scripting, ChatGPT",Basics of AI Python Coding | Automating Tasks with Python | Working with Your Own Data and Documents in Python | Extending Python with Packages and APIs,Andrew Ng,Starts Jul 17,Flexible schedule,Approx. 17 hours.Learn at your own pace
C for Everyone: Structured Programming,4.6 out of 5 stars,773 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/c-structured-programming,6 modules,"Integrated Development Environments, Command-Line Interface, Program Development, C++ (Programming Language), Debugging, Data Structures, Algorithms, Computer Programming, C (Programming Language), File Systems",Week 1 | Week 2 | Week 3 | Week 4 | Week 5 | Final,"Ira Pohl, University of California, Santa Cruz",Starts Jul 17,Flexible schedule,Approx. 9 hours.Learn at your own pace
Introduction to Computer Programming,4.1 out of 5 stars,907 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computer-programming,3 modules,"Interactive Design, Computer Graphics, Program Development, Animations, Computer Programming, Debugging, User Interface (UI), Development Environment, Human Computer Interaction, Javascript, Data Management","Your development environment | Drawing in 2D | Variables, objects and interaction","Dr Edward Anstead, Dr Simon Katan, University of London, Goldsmiths, University of London",Starts Jul 17,Flexible schedule,Approx. 21 hours.Learn at your own pace
Introduction to Computer Programming,4.1 out of 5 stars,907 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computer-programming,3 modules,"Interactive Design, Computer Graphics, Program Development, Animations, Computer Programming, Debugging, User Interface (UI), Development Environment, Human Computer Interaction, Javascript, Data Management","Your development environment | Drawing in 2D | Variables, objects and interaction","Dr Edward Anstead, Dr Simon Katan, University of London, Goldsmiths, University of London",Starts Jul 17,Flexible schedule,Approx. 21 hours.Learn at your own pace
Programming for Everybody (Getting Started with Python),4.8 out of 5 stars,232K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python,7 modules,"Development Environment, Software Installation, Computer Programming, Programming Principles, Python Programming",Chapter One - Why we Program? | Installing Python | Chapter One: Why We Program (continued) | Chapter Two: Variables and Expressions | Chapter Three: Conditional Code | Chapter Four: Functions | Chapter Five: Loops and Iteration,"Charles Russell Severance, University of Michigan",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
Vibe Coding with GitHub Copilot,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/vibe-coding-github-copilot,5 modules,"Web Development, Application Development, Git (Version Control System), Software Development, GitHub, Prompt Engineering, Integrated Development Environments, AI Personalization, Computer Programming Tools, Generative AI, Code Review","Introduction to GitHub Copilot | Exploring Copilotâs Modes | Agent Mode and Contextual Interactions | Applied Copilot - Projects, Commits, and Pull Requests | Final Concepts & Model Content Protocol (MCP)",Maham Codes,Starts Jul 17,Flexible schedule,Learn at your own pace
IBM Applied DevOps Engineering,4.7 out of 5 stars,7.3K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,,"Kubernetes, Secure Coding, CI/CD, Open Web Application Security Project (OWASP), Containerization, System Monitoring, Continuous Integration, OpenShift, Agile Software Development, Cloud Applications, DevOps, Code Coverage","Introduction to DevOps | Introduction to Agile Development and Scrum | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Upkar Lidder, Alex Parker, Ramanujam Srinivasan",Starts Jul 17,3 months,at 10 hours. a week
Build a mobile app with Google Sheets on Glide and no coding,4.5 out of 5 stars,670 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-a-mobile-app-with-google-sheets-on-glide-and-no-coding,,"Google Sheets, Application Deployment, Cloud Applications, Marketing, Data Structures, Mobile Development, Application Development, Web Development, User Accounts, Personalized Service, User Interface (UI) Design",,"Angelo Paolillo, Coursera Project Network",,2 hours,Learn at your own pace
Secure Coding Practices,4.5 out of 5 stars,594 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/secure-coding-practices,,"Cybersecurity, Vulnerability Assessments, Secure Coding, Authorization (Computing), Penetration Testing, Open Web Application Security Project (OWASP), Data Security, Debugging, Linux, Security Controls, Java, Authentications",Principles of Secure Coding | Identifying Security Vulnerabilities | Identifying Security Vulnerabilities in C/C++Programming | Exploiting and Securing Vulnerabilities in Java Applications,"Joubin Jabbari, Sandra Escandor-O'Keefe, Matthew Bishop, PhD, University of California, Davis",Starts Jul 17,2 months,at 10 hours. a week
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Python Programming, Automation, Algorithms, Cybersecurity, Cyber Security Assessment, Data Structures, Scripting, Programming Principles, Debugging, Computer Programming, File Management, Integrated Development Environments",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,,Starts Jul 17,Flexible schedule,Approx. 24 hours.Learn at your own pace
Python and Statistics for Financial Analysis,4.4 out of 5 stars,4.5K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-statistics-financial-analysis,4 modules,"Risk Analysis, Financial Modeling, Pandas (Python Package), Financial Data, Statistical Inference, Financial Trading, Statistical Methods, Data Visualization, Jupyter, Regression Analysis, Data Manipulation, Probability & Statistics, Statistical Analysis, Financial Analysis, Python Programming",Visualizing and Munging Stock Data | Random variables and distribution | Sampling and Inference | Linear Regression Models for Financial Analysis,"Xuhu Wan, The Hong Kong University of Science and Technology",Starts Jul 17,Flexible schedule,Approx. 12 hours.Learn at your own pace
"C, Go, and C++: A Comprehensive Introduction to Programming",4.5 out of 5 stars,9.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,,"Software Design Patterns, Computer Science, Object Oriented Design, Graph Theory, Integrated Development Environments, Software Testing, Command-Line Interface, Go (Programming Language), Unit Testing, Debugging, Programming Principles, File Management","C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz",Starts Jul 17,2 months,at 10 hours. a week
Get Started with Python,4.8 out of 5 stars,1.6K reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/get-started-with-python,5 modules,"Data Structures, Pandas (Python Package), Data Visualization, Programming Principles, Python Programming, Scripting, Data Manipulation, Object Oriented Programming (OOP), NumPy, Algorithms, Data Analysis","Hello, Python! | Functions and conditional statements | Loops and strings | Data structures in Python | Course 2 end-of-course project",,Starts Jul 17,Flexible schedule,Approx. 24 hours.Learn at your own pace
Creative Coding: Hands-On Python,3.8 out of 5 stars,11 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creative-coding,,"Development Testing, Scatter Plots, Database Management, Integrated Development Environments, Unit Testing, Debugging, Programming Principles, Data Transformation, Data Structures, SQL, Object Oriented Programming (OOP), Diversity and Inclusion",Big Ideas in Programming: Expressing Yourself with Python | The Power of Object-Oriented Programming | Debugging: Hunting and Squashing Bugs | Answering Interesting Questions with Data,"Barbara Ericson, University of Michigan",Starts Jul 17,3 months,at 10 hours. a week
Programming Fundamentals,4.7 out of 5 stars,6.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-fundamentals,4 modules,"Software Testing, Problem Solving, Pseudocode, Computational Thinking, Debugging, Algorithms, Data Structures, Programming Principles, Computer Programming",Introduction | Reading Code | Types | Project,"Andrew D. Hilton, Genevieve M. Lipp, Anne Bracy, Duke University",Starts Jul 17,Flexible schedule,Approx. 18 hours.Learn at your own pace
