課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Generative AI Fundamentals,4.7 out of 5 stars,7.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-for-everyone,,"Content Creation, Artificial Neural Networks, ChatGPT, Business Development, Generative AI, OpenAI, Prompt Engineering, Legal Risk, Leadership and Management, Deep Learning, Business Leadership, Artificial Intelligence","Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Foundation Models and Platforms | Generative AI: Impact, Considerations, and Ethical Issues | Generative AI: Business Transformation and Career Growth","Rav Ahuja, Antonio Cangiano",Starts Jul 19,1 month,at 5 hours. a week
Responsible Generative AI,4.7 out of 5 stars,140 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/responsible-generative-ai,,"Automation, Business Operations, Labor Relations, Data Management, Operational Risk, Governance, Generative AI, Regulatory Compliance, Leadership and Management, Artificial Intelligence, Data Ethics, Risk Management","Generative AI: Fundamentals, Applications, and Challenges | Generative AI: Impact on Business and Society | Generative AI: Governance, Policy, and Emerging Regulation | Generative AI: Labor and the Future of Work","Merve Hickok, University of Michigan",Starts Jul 19,1 month,at 10 hours. a week
Responsible Generative AI,4.7 out of 5 stars,140 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/responsible-generative-ai,,"Automation, Business Operations, Labor Relations, Data Management, Operational Risk, Governance, Generative AI, Regulatory Compliance, Leadership and Management, Artificial Intelligence, Data Ethics, Risk Management","Generative AI: Fundamentals, Applications, and Challenges | Generative AI: Impact on Business and Society | Generative AI: Governance, Policy, and Emerging Regulation | Generative AI: Labor and the Future of Work","Merve Hickok, University of Michigan",Starts Jul 19,1 month,at 10 hours. a week
Generative AI Engineering with LLMs,4.5 out of 5 stars,500 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-engineering-with-llms,,"Reinforcement Learning, Semantic Web, PyTorch (Machine Learning Library), Artificial Neural Networks, Performance Tuning, Data Pipelines, Artificial Intelligence and Machine Learning (AI/ML), ChatGPT, Generative AI, OpenAI, Prompt Engineering, Generative AI Agents",Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Roodra Pratap Kanwar",Starts Jul 19,3 months,at 4 hours. a week
Generative AI for Executives and Business Leaders,4.7 out of 5 stars,496 reviews,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/generative-ai-for-executives-and-business-leaders,,"Ideation, Generative AI, Prompt Engineering, Generative AI Agents, Risk Analysis, Business Leadership, Brainstorming, Artificial Intelligence, Risk Mitigation, Data Strategy, Business Priorities, Data Ethics",GenAI for Executives & Business Leaders: An Introduction | GenAI for Execs & Business Leaders: Integration Strategy | GenAI for Execs & Business Leaders: Formulate Your Use Case,"IBM AI Academy, Bethany Hudnutt",Starts Jul 19,1 month,at 1 hour a week
AI Agents and Agentic AI in Python: Powered by Generative AI,4.8 out of 5 stars,6.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-python,,"Productivity, Business Logic, Persona (User Experience), ChatGPT, Generative AI, OpenAI, Prompt Engineering, Generative AI Agents, Software Development Tools, Interoperability, Application Development, Agentic systems",AI Agents and Agentic AI with Python & Generative AI | Prompt Engineering for ChatGPT | AI Agents and Agentic AI Architecture in Python,"Dr. Jules White, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
Microsoft Generative AI for Data Analysis,4.3 out of 5 stars,76 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-genai-for-data-analysis,,"Automation, Business Reporting, Dashboard, Generative AI, Prompt Engineering, Predictive Modeling, Risk Analysis, Excel Formulas, Interactive Data Visualization, Data Ethics, Risk Management, Microsoft Copilot",Introduction to Generative AI for Data Analysis | Data Processing and Optimization with Generative AI | Advanced Data Analysis with Generative AI | Data Visualization and Reporting with Generative AI | Coding and Automation for Data Analysis with Generative AI | Scenario and Root Cause Analysis with Generative AI,,Starts Jul 19,3 months,at 9 hours. a week
Generative AI for Project Managers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-project-managers,,"Content Creation, ChatGPT, Generative AI, OpenAI, Prompt Engineering, Machine Learning, Workflow Management, Team Building, Image Analysis, Project Management Life Cycle, Project Documentation, Artificial Intelligence",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Unleash Your Project Management Potential,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 19,1 month,at 10 hours. a week
Generative AI Assistants,4.8 out of 5 stars,6.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-assistants,,"Productivity, Ideation, ChatGPT, Generative AI, Prompt Engineering, Verification And Validation, AI Personalization, Expense Management, Travel Arrangements, Brainstorming, Artificial Intelligence, Productivity Software",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
Introduction to Generative AI Learning Path,4.6 out of 5 stars,9.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-to-generative-ai,,"Governance, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Prompt Engineering, Machine Learning Methods, Organizational Effectiveness, Application Development, Artificial Intelligence, Accountability, Decision Making, Ethical Standards And Conduct, Data Ethics",Introduction to Generative AI | Introduction to Large Language Models | Introduction to Responsible AI | Responsible AI: Applying AI Principles with Google Cloud,"Google Cloud Training, Google Cloud",Starts Jul 19,1 month,at 10 hours. a week
Generative AI for Product Managers,4.7 out of 5 stars,7.6K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-product-managers,,"New Product Development, Product Development, Product Improvement, ChatGPT, Generative AI, Product Lifecycle Management, OpenAI, Prompt Engineering, Product Strategy, Product Management, Technical Product Management, Team Building",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Product Management: Building AI-Powered Products | Generative AI: Supercharge Your Product Management Career,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 19,3 months,at 3 hours. a week
Generative AI: Foundation Models and Platforms,4.7 out of 5 stars,227 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms,3 modules,"IBM Cloud, Large Language Modeling, Deep Learning, Natural Language Processing, Tensorflow, Artificial Intelligence, Computing Platforms, OpenAI, Prompt Engineering, Generative AI, Artificial Neural Networks, ChatGPT","Models for Generative AI | Platforms for Generative AI | Course Quiz, Project, and Wrap-up",Rav Ahuja,Starts Jul 19,Flexible schedule,Approx. 6 hours.Learn at your own pace
Generative AI for Data Analysts,4.7 out of 5 stars,7.6K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-data-analysts,,"Content Creation, Dashboard, Artificial Intelligence and Machine Learning (AI/ML), ChatGPT, Generative AI, OpenAI, Prompt Engineering, SQL, Query Languages, Image Analysis, Artificial Intelligence, Data Ethics",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Enhance your Data Analytics Career,"Dr. Pooja, Abhishek Gagneja, Rav Ahuja, Antonio Cangiano",Starts Jul 19,2 months,at 2 hours. a week
Content Creation With Generative AI,4.6 out of 5 stars,54 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/content-creation-with-generative-ai,3 modules,"ChatGPT, Copywriting, Content Marketing, Innovation, Marketing Materials, Prompt Engineering, Social Media Content, Business Ethics, Content Creation, Marketing Communications, Marketing Design, Generative AI Agents, Marketing","Content Creation With Generative AI | Lesson 1:  Choosing GenAI Tools for Creating High-Impact Content | Lesson 2:  Leveraging Generative AI: Enhancing Creativity, Innovation, and Best Practices","Jana Porter, Coursera Instructor Network",Starts Jul 19,2 hours to complete,
Generative AI for Data Scientists,4.7 out of 5 stars,7.6K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-data-scientists,,"Exploratory Data Analysis, ChatGPT, Generative AI, OpenAI, Prompt Engineering, Machine Learning, Predictive Modeling, Feature Engineering, Artificial Intelligence, Data Science, Data Ethics, Data Synthesis",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Elevate Your Data Science Career,"Dr. Pooja, Abhishek Gagneja, Rav Ahuja, Antonio Cangiano",Starts Jul 19,,
Generative AI Content Creation,4.7 out of 5 stars,236 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-content-creation,4 modules,"Creativity, Graphic Design, Data Integrity, Graphic and Visual Design, Adobe Creative Cloud, Artificial Intelligence, Prompt Engineering, Data Ethics, Image Analysis, Graphic and Visual Design Software, Generative AI, Verification And Validation",Introduction to Generative AI | Generative AI in Adobe Express | Content Creation with Generative AI | Using AI responsibly,,Starts Jul 19,Flexible schedule,Learn at your own pace
Generative AI for Software Developers,4.7 out of 5 stars,7.6K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-software-developers,,"ChatGPT, Generative AI, OpenAI, Prompt Engineering, Software Testing, Natural Language Processing, DevSecOps, Software Development Tools, Test Automation, CI/CD, Artificial Intelligence, Software Architecture",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career,"Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan",Starts Jul 19,1 month,at 10 hours. a week
Microsoft 365 with Generative AI,4.8 out of 5 stars,17 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-365-copilot-for-productivity,,"Proposal Development, Presentations, Microsoft PowerPoint, Microsoft Word, Prompt Engineering, Predictive Modeling, Microsoft Teams, Microsoft Excel, Microsoft Outlook, Meeting Facilitation, Productivity Software, Data Ethics",Fundamentals of Microsoft 365 Generative AI | Data Analysis and Visualization with Generative AI in Excel | Generative AI for PowerPoint and Word to Optimize Content Creation | Generative AI for Advanced Collaboration in Teams and Outlook,,Starts Jul 19,2 months,at 10 hours. a week
AI For Everyone,4.8 out of 5 stars,48K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone,4 modules,"Artificial Intelligence, Team Building, Artificial Neural Networks, Strategic Thinking, Artificial Intelligence and Machine Learning (AI/ML), Needs Assessment, Machine Learning, Deep Learning, Business Ethics, Engineering Management, Data Science, Market Opportunities, Data Ethics",What is AI? | Building AI Projects | Building AI In Your Company | AI and Society,Andrew Ng,Starts Jul 19,Flexible schedule,Approx. 6 hours.Learn at your own pace
Generative AI Leadership & Strategy,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-leadership-strategy,,"Productivity, Ideation, Succession Planning, ChatGPT, Generative AI, Prompt Engineering, Verification And Validation, Proposal Writing, Leadership and Management, Meeting Facilitation, Business Leadership, Artificial Intelligence",Generative AI for Leaders | Prompt Engineering for ChatGPT | Trustworthy Generative AI,"Dr. Jules White, Bob Higgins, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
Generative AI in Business,4.7 out of 5 stars,63 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-in-business,,"Business Strategies, Project Risk Management, Business Process Automation, Generative AI, Prompt Engineering, Customer experience strategy (CX), Business Analysis, Decision Making, Data Strategy, Data Integration, Innovation, Business Transformation",GenAI in Business: Discover the Possibilities | GenAI in Business: Planning Framework for Implementation | GenAI in Business: Strategies for Successful Execution,"Andrew Wu, University of Michigan",Starts Jul 19,1 month,at 2 hours. a week
IBM AI Engineering,4.6 out of 5 stars,20K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,,"Reinforcement Learning, PyTorch (Machine Learning Library), Unsupervised Learning, Generative AI, Prompt Engineering, Machine Learning, Supervised Learning, Generative AI Agents, Natural Language Processing, Applied Machine Learning, Deep Learning, Image Analysis",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Ricky Shi, Romeo Kienzler, Joseph Santarcangelo, Alex Aklson, Roodra Pratap Kanwar, Samaya Madhavan, JEREMY NILMEIER, Jeff Grossman",Starts Jul 19,Flexible schedule,"4 months, 10 hours. a weekLearn at your own pace"
Introduction to Generative AI - Art of the Possible,4.5 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/aws-introduction-to-generative-ai-art-of-the-possible,1 module,"Amazon Web Services, ChatGPT, Artificial Intelligence, OpenAI, Machine Learning Methods, Business Strategy, Business Strategies, Generative AI",Introduction to Generative AI - Art of the Possible,"AWS Instructor, Amazon Web Services",Starts Jul 19,1 hour to complete,
Generative AI for Leaders,4.8 out of 5 stars,488 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-leaders,3 modules,"Strategic Thinking, Business Writing, Leadership, Proposal Writing, Succession Planning, Artificial Intelligence, Generative AI, Business Transformation, Decision Making, Human Resource Strategy, Meeting Facilitation, Business Leadership, Communication, Internal Communications, Organizational Leadership","Introduction | Using Generative AI as a Leader | Addressing Staff Anxiety: Augmented Intelligence, Not Artificial Intelligence","Dr. Jules White, Bob Higgins, Vanderbilt University",Starts Jul 19,Flexible schedule,Approx. 2 hours.Learn at your own pace
Generative AI and ChatGPT for K-12 Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-k12-educators,,"Interactive Design, Productivity, Technical Communication, ChatGPT, Game Design, Generative AI, Prompt Engineering, AI Personalization, Brainstorming, Artificial Intelligence, Ingenuity, Creative Thinking","Innovative Teaching with ChatGPT | Generative AI for Kids, Parents, and Teachers | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
IBM AI Developer,4.6 out of 5 stars,72K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,,"Software Development Life Cycle, Development Environment, ChatGPT, Generative AI, Prompt Engineering, Machine Learning, Unit Testing, Responsive Web Design, Software Development Tools, Jupyter, Data Science, Cascading Style Sheets (CSS)","Introduction to Software Engineering | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Introduction to HTML, CSS, & JavaScript | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sina Nazeri, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Antonio Cangiano, Upkar Lidder, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 19,Flexible schedule,"6 months, 4 hours. a weekLearn at your own pace"
Generative AI in Business,4.7 out of 5 stars,63 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-in-business,,"Business Strategies, Project Risk Management, Business Process Automation, Generative AI, Prompt Engineering, Customer experience strategy (CX), Business Analysis, Decision Making, Data Strategy, Data Integration, Innovation, Business Transformation",GenAI in Business: Discover the Possibilities | GenAI in Business: Planning Framework for Implementation | GenAI in Business: Strategies for Successful Execution,"Andrew Wu, University of Michigan",Starts Jul 19,1 month,at 2 hours. a week
Generative AI and ChatGPT for K-12 Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-k12-educators,,"Interactive Design, Productivity, Technical Communication, ChatGPT, Game Design, Generative AI, Prompt Engineering, AI Personalization, Brainstorming, Artificial Intelligence, Ingenuity, Creative Thinking","Innovative Teaching with ChatGPT | Generative AI for Kids, Parents, and Teachers | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
Trustworthy Generative AI,4.8 out of 5 stars,651 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/trustworthy-generative-ai,1 module,"Prompt Engineering, Generative AI, Human Centered Design, Verification And Validation, Ideation, Risk Management Framework, Data Ethics, ChatGPT, Artificial Intelligence, Data Validation",Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 19,Flexible schedule,Approx. 8 hours.Learn at your own pace
Building Generative AI-Powered Applications with Python,4.7 out of 5 stars,199 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/building-gen-ai-powered-applications,7 modules,"Flask (Web Framework), Natural Language Processing, Application Development, Prompt Engineering, Front-End Web Development, User Interface (UI), Back-End Web Development, Large Language Modeling, Python Programming, IBM Cloud, Web Development, Web Applications, Artificial Intelligence and Machine Learning (AI/ML), OpenAI, Generative AI",Image Captioning with Generative AI | Create Your Own ChatGPT-Like Website | Create a Voice Assistant | Generative AI-Powered Meeting Assistant | Summarize Your Private Data with Generative AI and RAG | Babel Fish (Universal Language Translator) with LLM and STT TTS | [Bonus] Module 7: Build an AI Career Coach,"IBM Skills Network Team, Sina Nazeri",Starts Jul 19,Flexible schedule,Approx. 14 hours.Learn at your own pace
Generative AI Strategic Leader,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-strategic-leader,,"Automation, Productivity, Procurement, Business Process Automation, Artificial Intelligence and Machine Learning (AI/ML), ChatGPT, Generative AI, Prompt Engineering, Generative AI Agents, Workflow Management, Agentic systems, Business Leadership",Generative AI Deep Research: Strategic AI Edge for Leaders | Prompt Engineering for ChatGPT | Generative AI Primer | Agentic AI and AI Agents: A Primer for Leaders,"Dr. Jules White, Vanderbilt University",Starts Jul 19,1 month,at 10 hours. a week
Generative AI Primer,4.8 out of 5 stars,310 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai,1 module,"Large Language Modeling, Creativity, Prompt Engineering, Collaboration, Artificial Intelligence, Creative Problem-Solving, Human Machine Interfaces, ChatGPT, Natural Language Processing, Generative AI, Innovation",Generative AI Primer,"Dr. Jules White, Vanderbilt University",Starts Jul 19,1 hour to complete,
AI For Everyone,4.8 out of 5 stars,48K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone,4 modules,"Artificial Intelligence, Team Building, Artificial Neural Networks, Strategic Thinking, Artificial Intelligence and Machine Learning (AI/ML), Needs Assessment, Machine Learning, Deep Learning, Business Ethics, Engineering Management, Data Science, Market Opportunities, Data Ethics",What is AI? | Building AI Projects | Building AI In Your Company | AI and Society,Andrew Ng,Starts Jul 19,Flexible schedule,Approx. 6 hours.Learn at your own pace
IBM Generative AI for Cybersecurity Professionals,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,,"Content Creation, Threat Detection, ChatGPT, Generative AI, OpenAI, Prompt Engineering, Natural Language Processing, Security Information and Event Management (SIEM), Cybersecurity, Malware Protection, Artificial Intelligence, Vulnerability Management",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Boost Your Cybersecurity Career,"Dr. Manish Kumar, Rav Ahuja, Antonio Cangiano",Starts Jul 19,3 months,at 5 hours. a week
