課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Prompt Engineering,4.8 out of 5 stars,7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering,,"Verification And Validation, Productivity, Ideation, Information Management, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Microsoft Excel, Creative Thinking, Risk Management Framework, Data Validation",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
Generative AI and ChatGPT for K-12 Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-k12-educators,,"Productivity, Game Design, Interactive Design, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Creative Problem-Solving, Creative Thinking, Creativity, Education Software and Technology, AI Personalization","Innovative Teaching with ChatGPT | Generative AI for Kids, Parents, and Teachers | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
"ChatGPT: Excel at Personal Automation with GPTs, AI & Zapier",4.8 out of 5 stars,6.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/chatgpt-gpt-zapier-excel-at-automation,,"Productivity, Automation, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Expense Reports, Creative Thinking, Workflow Management, Agentic systems, Productivity Software, Generative AI Agents",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | ChatGPT & Zapier: Agentic AI for Everyone,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
AI in Education: Leveraging ChatGPT for Teaching,4.8 out of 5 stars,190 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,4 modules,"AI Personalization, Prompt Engineering, Education Software and Technology, ChatGPT, Information Privacy, Generative AI, Teaching, Generative AI Agents, Artificial Intelligence, Data Ethics",Transforming Classrooms with Generative AI: A Practical Guide for Educators | Working with AI | Building AI Exercises for Students | Creating GPTs for Educators and Students,"Ethan Mollick, University of Pennsylvania",Starts Jul 16,5 hours to complete,
ChatGPT for Beginners: Save time with Microsoft Excel,4.7 out of 5 stars,306 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-for-beginners-save-time-with-microsoft-excel,,"Microsoft Excel, Text Mining, Excel Formulas, Unstructured Data, Data Manipulation, Data Analysis Software, Generative AI, Business Analytics, Data Management, ChatGPT, Data Cleansing, Prompt Engineering",,"Jan Demiralp, Coursera Project Network",,2 hours 30 mins,Learn at your own pace
Generative AI Automation,4.8 out of 5 stars,7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-automation,,"Verification And Validation, Productivity, Ideation, Generative AI, ChatGPT, Prompt Engineering, Microsoft Excel, Data Synthesis, Data Capture, Risk Management Framework, Data Validation, Organizational Skills",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
Accelerate Your Learning with ChatGPT,4.8 out of 5 stars,505 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learning-chatgpt,2 modules,"Technical Communication, Creative Thinking, Critical Thinking, Constructive Feedback, Generative AI, AI Personalization, Learning Strategies, Prompt Engineering, Artificial Intelligence, Curiosity, Artificial Neural Networks, Lifelong Learning, ChatGPT","GenAI Landscape and Neural Networks â Parallels in Machine and Human Learning | AI-Enhanced Learning Strategies â Retrieval, Motivation, and Cognitive Amplification","Dr. Jules White, Dr. Barbara Oakley, Deep Teaching Solutions",Starts Jul 16,Flexible schedule,Approx. 4 hours.Learn at your own pace
Advanced Prompt Engineering for Everyone,4.8 out of 5 stars,330 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-prompt-engineering-for-everyone,5 modules,"Generative AI, Prompt Engineering, ChatGPT, AI Personalization, Large Language Modeling, Artificial Intelligence, Verification And Validation","Writing & In-context Learning | Think More, Not Less, Prompting for Options | Prompt Engineering: Machine Learning for Everyone | Controlling Output Formatting In-depth | Retrieval Augmented Generation (RAG)","Dr. Jules White, Vanderbilt University",Starts Jul 16,8 hours to complete,
ChatGPT Prompt Engineering for Developers,4.7 out of 5 stars,1.7K reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-prompt-engineering-for-developers-project,,"Prompt Engineering, Jupyter, ChatGPT, Generative AI, Large Language Modeling, OpenAI, Application Programming Interface (API), Application Development",,"Andrew Ng, Isa Fulford",,1 hour,Learn at your own pace
Agentic AI and AI Agents for Leaders,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ai-agents-for-leaders,,"Productivity, Automation, Business Process Automation, Generative AI, ChatGPT, Prompt Engineering, Artificial Intelligence and Machine Learning (AI/ML), Creative Thinking, Workflow Management, Agentic systems, Productivity Software, Generative AI Agents",Agentic AI and AI Agents: A Primer for Leaders | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 3 hours. a week
Introduction to Artificial Intelligence (AI),4.7 out of 5 stars,20K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ai,4 modules,"Market Opportunities, Natural Language Processing, ChatGPT, Generative AI","Introduction and Applications of AI | AI Concepts, Terminology, and Application Domains | Business and Career Transformation Through AI | Issues, Concerns, and Ethical Considerations",Rav Ahuja,Starts Jul 16,Flexible schedule,Approx. 12 hours.Learn at your own pace
ChatGPT + Zapier: AI-Powered Email Mastery,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/chatgpt-zapier-email,,"Productivity, Automation, Business Process Automation, Email Marketing, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Creative Thinking, Workflow Management, Data Integration, Calendar Management",ChatGPT + Zapier: Automate Email Replies with AI | ChatGPT + Zapier: Easy Inbox Intelligence for Smarter Email | ChatGPT + Zapier: From Email Inbox to Excel Spreadsheet | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 3 hours. a week
Copywriting with ChatGPT: Produce Compelling Copy That Sells,4.8 out of 5 stars,62 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/rudi-hinds-ai-copywriting-with-chatgpt-produce-compelling-copy-that-sell,,"Copywriting, Product Knowledge, Content Creation, ChatGPT, User Research, Target Audience, Value Propositions, Brand Management, Writing and Editing, Target Market, Marketing Collateral, Prompt Engineering, Customer Insights, Editing, Marketing Materials, Marketing Communications",,"Rudi Hinds, Coursera Project Network",,2 hours,Learn at your own pace
Generative AI Assistants,4.8 out of 5 stars,6.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-assistants,,"Verification And Validation, Productivity, Ideation, Generative AI, Travel Arrangements, ChatGPT, Prompt Engineering, Brainstorming, Creative Thinking, Risk Management Framework, Productivity Software, Data Validation",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
Building Systems with the ChatGPT API,4.7 out of 5 stars,234 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/building-systems-with-the-chatgpt-api-project,,"Python Programming, Generative AI, Prompt Engineering, OpenAI, Self Service Technologies, Large Language Modeling, Cloud API, ChatGPT",,"Andrew Ng, Isa Fulford",,1 hour,Learn at your own pace
"ChatGPT + Excel: Master Data, Make Decisions, Tell Stories",4.8 out of 5 stars,83 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel,1 module,"Data Synthesis, Microsoft Excel, Data Analysis, Data Cleansing, Large Language Modeling, ChatGPT, Pivot Tables And Charts, Data Quality, Generative AI, Exploratory Data Analysis, Data Integration, Prompt Engineering, Data Storytelling, Excel Formulas, Data Presentation, Data Visualization, Data Transformation, Data Validation",Data Exploration with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University",Starts Jul 16,,
AI for Everyday Life,4.8 out of 5 stars,91 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyday-life,2 modules,"Generative AI, Prompt Engineering, Communication, ChatGPT, Artificial Intelligence, Natural Language Processing, Predictive Modeling, Data Ethics, Ethical Standards And Conduct",Course Introduction | AI Skills for Everyday Life,"Jeanne Beatrix Law, Kennesaw State University",Starts Jul 16,4 hours to complete,
ChatGPT (and other AI) for Product Management & Innovation,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-and-other-ai-for-product-management--innovation,1 module,"Competitive Analysis, User Story, Product Management, Product Strategy, Generative AI, Prompt Engineering, Business Strategy, Microsoft Copilot, Sprint Planning, Agile Methodology, Market Research, Product Roadmaps, ChatGPT, Product Development",ChatGPT (and other AI) for Product Management & Innovation,Vipesh Singla,Starts Jul 16,Flexible schedule,Learn at your own pace
AI Agents in Java with Generative AI,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-java,,"Productivity, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Java, Creative Thinking, Agentic systems, Software Design Documents, Secure Coding, Generative AI Agents, Persona Development",AI Agents in Java with Generative AI | AI Agent Architecture in Java with Generative AI | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 16,2 months,at 10 hours. a week
AI Agent Developer,4.8 out of 5 stars,7.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents,,"Verification And Validation, Productivity, Ideation, Generative AI, ChatGPT, Prompt Engineering, Microsoft Excel, Risk Management Framework, Agentic systems, Data Validation, Generative AI Agents, AI Personalization",AI Agents and Agentic AI with Python & Generative AI | AI Agents and Agentic AI Architecture in Python | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,2 months,at 10 hours. a week
AI para docentes: Transforma tu enseñanza con ChatGPT,4.9 out of 5 stars,654 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-para-docentes-enseanza-con-chatgpt,5 modules,"ChatGPT, Data Ethics, Generative AI, AI Personalization, Prompt Engineering, Emerging Technologies, Artificial Intelligence, Natural Language Processing, Critical Thinking, Education Software and Technology","PresentaciÃ³n | MÃ³dulo 1: IntroducciÃ³n al aprovechamiento del lenguaje natural | MÃ³dulo 2: Integrando IA en tus clases | MÃ³dulo 3: Consideraciones Ã©ticas, seguridad en el uso de IA y aplicaciÃ³n | Fin del Curso","Karim Fernando Pedro Fernandez, Anna Karina Cruz LÃ³pez, Guillermo del JesÃºs Valdez Ramayo, Universidades AnÃ¡huac",Starts Jul 16,Flexible schedule,Approx. 9 hours.Learn at your own pace
Generative AI Data Analyst,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-data-analyst,,"Productivity, Pivot Tables And Charts, Generative AI, ChatGPT, Prompt Engineering, Data Cleansing, Microsoft Excel, Data Synthesis, SQL, Data Integration, Data Visualization, Excel Formulas","Chat with Your Data: Generative AI-Powered SQL Data Analysis | ChatGPT + Excel: Master Data, Make Decisions, Tell Stories | ChatGPT Advanced Data Analysis | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
ChatGPT + Zapier: Automate Email Replies with AI,4.8 out of 5 stars,22 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-email,1 module,"ChatGPT, Automation, Customer Communications Management, Customer Inquiries, Calendar Management, Travel Arrangements, Prompt Engineering, Workflow Management, Google Docs, Scheduling, Generative AI, Real Time Data",Overview,"Dr. Jules White, Vanderbilt University",Starts Jul 16,2 hours to complete,
Generative AI for Project Managers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-project-managers,,"Machine Learning, Generative AI, Content Creation, Team Building, ChatGPT, Prompt Engineering, Workflow Management, IBM Cloud, Image Analysis, Project Planning, Project Documentation, Microsoft Copilot",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Unleash Your Project Management Potential,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 16,1 month,at 10 hours. a week
Prompt Engineering for Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering-for-educators,,"Productivity, Game Design, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Data Synthesis, Data Capture, Creative Problem-Solving, Education Software and Technology, AI Personalization, Organizational Skills",Prompt Engineering for ChatGPT | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
IBM Generative AI Engineering,4.6 out of 5 stars,89K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"PyTorch (Machine Learning Library), Generative AI, ChatGPT, Supervised Learning, Prompt Engineering, Data Cleansing, Flask (Web Framework), Exploratory Data Analysis, Unsupervised Learning, Regression Analysis, Data Manipulation, Data Import/Export","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain","IBM Skills Network Team, Sina Nazeri, Abhishek Gagneja, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Antonio Cangiano, Roodra Pratap Kanwar, Ramesh Sannareddy, Jeff Grossman",Starts Jul 16,6 months,at 6 hours. a week
ChatGPT - Uses and Strategies,4.3 out of 5 stars,6 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt---uses-and-strategies,4 modules,"Generative AI, Ethical Standards And Conduct, Creativity, Artificial Intelligence, ChatGPT, Critical Thinking, Innovation, Prompt Engineering, Natural Language Processing, Business Ethics, Education and Training","Topic 1. History and fundamentals of Artificial Intelligence, the essence of ChatGPT | Topic 2. Key concepts to effectively use ChatGPT | Topic 3. Implementing ChatGPT responsibly in education and work environment | Topic 4. Ethical considerations and frameworks in using ChatGPT","Olaf RomÃ¡n, Luis Fernando MorÃ¡n Mirabal, TecnolÃ³gico de Monterrey",Starts Jul 16,Flexible schedule,Learn at your own pace
ChatGPT + Zapier: Automate Email Replies with AI,4.8 out of 5 stars,22 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-email,1 module,"ChatGPT, Automation, Customer Communications Management, Customer Inquiries, Calendar Management, Travel Arrangements, Prompt Engineering, Workflow Management, Google Docs, Scheduling, Generative AI, Real Time Data",Overview,"Dr. Jules White, Vanderbilt University",Starts Jul 16,2 hours to complete,
Prompt Engineering for Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering-for-educators,,"Productivity, Game Design, Generative AI, ChatGPT, Prompt Engineering, Brainstorming, Data Synthesis, Data Capture, Creative Problem-Solving, Education Software and Technology, AI Personalization, Organizational Skills",Prompt Engineering for ChatGPT | Innovative Teaching with ChatGPT | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
ChatGPT & Generative AI for Data Analytics,4.9 out of 5 stars,14 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chatgpt-for-data-analytics,7 modules,"Debugging, Business Intelligence, SQL, Deep Learning, Data Analysis Expressions (DAX), Power BI, Analytics, Large Language Modeling, Prompt Engineering, Microsoft Excel, Artificial Intelligence, Generative AI, Machine Learning Methods, Data Analysis, ChatGPT, Google Sheets, Data Science, Python Programming, Excel Formulas",Intro to AI for Data Analytics | ChatGPT for Excel | ChatGPT for Google Sheets | ChatGPT for Power BI | ChatGPT for SQL | ChatGPT for Python | Key Takeaways & Next Steps,Maven Analytics,Starts Jul 16,10 hours to complete,
"ChatGPT for Project Management: Execution, Tracking, Success",4.7 out of 5 stars,70 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-project-management-execution,2 modules,"Taking Meeting Minutes, Project Implementation, Prompt Engineering, Project Documentation, Meeting Facilitation, Brainstorming, Generative AI, ChatGPT, Team Oriented, Project Management, Scheduling, Management Reporting","Tracking Status Updates from Email, Meetings, & More | Amazing Meeting Coordination with ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 16,4 hours to complete,
ChatGPT & Zapier: Agentic AI for Everyone,4.7 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agentic-ai-chatgpt-zapier,4 modules,"Agentic systems, Business Process Automation, Workflow Management, Generative AI Agents, OpenAI, ChatGPT, Generative AI, Prompt Engineering, Google Workspace, Expense Management, Natural Language Processing, Artificial Intelligence, Automation, Google Sheets, AI Personalization, Travel Arrangements, Expense Reports, Application Programming Interface (API)","Agentic AI Concepts | Overview of Custom GPTs | Building an Agent with Zapier | Multi-Agent Systems, Memory, Reflection","Dr. Jules White, Vanderbilt University",Starts Jul 16,8 hours to complete,
IBM Generative AI Engineering,4.6 out of 5 stars,89K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"PyTorch (Machine Learning Library), Generative AI, ChatGPT, Supervised Learning, Prompt Engineering, Data Cleansing, Flask (Web Framework), Exploratory Data Analysis, Unsupervised Learning, Regression Analysis, Data Manipulation, Data Import/Export","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain","IBM Skills Network Team, Sina Nazeri, Abhishek Gagneja, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Antonio Cangiano, Roodra Pratap Kanwar, Ramesh Sannareddy, Jeff Grossman",Starts Jul 16,6 months,at 6 hours. a week
Generative AI Leadership & Strategy,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-leadership-strategy,,"Verification And Validation, Productivity, Ideation, Generative AI, Succession Planning, ChatGPT, Proposal Writing, Prompt Engineering, Creativity, Data Validation, Business Leadership, Business Writing",Generative AI for Leaders | Prompt Engineering for ChatGPT | Trustworthy Generative AI,"Dr. Jules White, Bob Higgins, Vanderbilt University",Starts Jul 16,1 month,at 10 hours. a week
AI-assisted MATLAB Programming with ChatGPT,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/matlab-programming-with-chatgpt,4 modules,"Integrated Development Environments, Prompt Engineering, ChatGPT, OpenAI, Matlab, Generative AI, Debugging",Introduction | Prompt Engineering for Programming | ChatGPT as a MATLAB Tutor | Code Generation and Debugging,"Akos Ledeczi, Mike Fitzpatrick, Vanderbilt University",Starts Jul 16,Flexible schedule,Learn at your own pace
Inteligencia Artificial (IA): Interacciones y prompts,4.9 out of 5 stars,797 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-interacciones-y-prompts,4 modules,"Prompt Engineering, Ethical Standards And Conduct, AI Personalization, Large Language Modeling, Content Creation, Generative AI, Artificial Intelligence, ChatGPT",Principales conceptos de la Inteligencia Artificial | Descubriendo Prompts Simples y Patrones de Prompts | Refinando y encadenando Prompts | Aplicaciones prÃ¡cticas de ChatGPT,"Patricio O'Gorman, Universidad de Palermo",Starts Jul 16,Flexible schedule,Approx. 14 hours.Learn at your own pace
ChatGPT + Excel: Master AI-driven Formulas & Visualizations,4.9 out of 5 stars,51 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel-formulas-visualizations,3 modules,"Data Validation, Debugging, ChatGPT, Interactive Data Visualization, Data Import/Export, Productivity Software, Spreadsheet Software, Microsoft Excel, Prompt Engineering, Excel Formulas, Business Process Automation, Prototyping, Data Visualization, Excel Macros, Generative AI",Formula Building with ChatGPT + Excel | Robust Analysis & Checking to Spot Human and AI Errors | Building Visualizations with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University",Starts Jul 16,4 hours to complete,
